"28cell1te" "28cell2te" "28cell3te" "blastula2te" "blastula3te" "dlarv1te" "dlarv2te" "dlarv3te" "gastrula1te" "gastrula2te" "gastrula3te" "morula1te" "morula2te" "ovo1te" "ovo2te" "spat1te" "spat2te" "spat3te" "troc1te" "troc2te"
"57733" 10 4 3 6 4 1 11 4 10 9 8 8 6 4 0 13 7 24 21 6
"57734" 6 0 0 1 2 1 0 0 2 2 1 0 1 0 0 0 2 6 9 1
"57735" 1 0 0 0 0 2 2 1 2 4 0 1 5 1 0 4 0 2 1 0
"57737" 10 10 2 5 4 6 13 7 8 12 9 4 4 7 0 21 12 11 21 8
"57738" 5 0 5 0 3 8 6 7 5 9 4 12 5 3 3 13 10 15 18 14
"5774" 119 16 173 27 21 101 56 52 53 82 64 108 38 7 8 147 147 243 183 93
"5775" 24 9 35 4 6 13 10 18 11 10 9 14 9 5 1 9 9 25 20 12
"57753" 0 1 0 0 1 5 0 0 1 0 0 2 1 1 0 0 0 4 1 1
"57754" 3 0 1 3 3 1 0 0 6 2 3 2 4 4 2 2 3 2 2 2
"57755" 3 2 4 0 5 4 1 0 1 0 1 2 2 1 0 0 0 0 3 1
"57759" 7 0 5 2 3 0 0 0 2 3 5 1 1 2 0 3 2 1 4 3
"57767" 0 0 1 2 8 4 4 3 5 6 6 9 4 1 2 4 0 2 15 10
"57768" 2 1 1 2 1 3 3 2 3 1 3 6 3 0 4 2 1 2 5 2
"57769" 7 5 5 2 0 0 1 0 0 5 2 1 1 3 1 0 1 1 2 0
"57772" 3 2 4 2 6 1 4 3 4 5 2 3 4 12 1 5 7 5 2 6
"57775" 3 11 4 8 8 9 8 5 7 16 12 8 14 14 0 3 4 2 14 6
"57777" 1 0 2 2 0 1 0 0 3 2 0 9 1 0 1 3 2 1 11 6
"57782" 1 5 3 4 3 3 7 4 7 4 2 4 4 3 1 4 5 9 11 4
"57784" 5 0 0 3 0 5 0 1 3 6 1 4 0 1 0 0 0 3 6 3
"57788" 2 0 1 1 4 5 1 3 2 2 1 2 1 4 1 3 3 9 9 11
"57798" 1 0 0 1 1 2 2 3 1 4 4 3 2 0 0 4 3 1 6 2
"57813" 1 1 0 2 1 6 4 2 0 4 2 5 1 0 0 5 1 3 3 4
"57821" 2 13 5 9 9 10 12 6 11 10 12 11 10 4 3 21 11 9 16 21
"57835" 2 0 1 0 1 8 1 4 1 0 1 2 1 0 0 2 2 0 3 5
"57836" 0 0 1 0 0 6 3 0 1 4 3 3 3 0 0 1 0 2 11 1
"57853" 2 7 13 8 19 9 24 16 18 37 38 23 22 27 4 19 13 17 36 25
"57854" 1 6 4 3 7 4 5 7 4 9 10 3 5 10 3 5 1 5 12 5
"57858" 0 7 0 2 1 0 0 1 5 4 2 6 4 5 0 0 0 0 1 0
"57859" 2 0 2 2 1 3 0 0 4 0 0 2 1 6 0 0 1 1 4 1
"57860" 3 1 0 2 3 0 4 1 2 3 3 1 4 2 0 0 0 0 4 2
"57861" 1 5 6 4 11 10 6 5 7 3 7 5 12 2 0 2 0 1 11 4
"57863" 0 6 1 3 0 1 5 5 4 5 3 6 1 6 0 0 0 0 5 2
"57864" 2 0 0 0 3 2 1 1 2 6 3 2 3 8 0 0 0 0 6 1
"57866" 4 3 0 2 0 0 1 4 2 4 0 5 1 0 0 0 7 1 6 1
"57869" 0 2 3 2 4 2 1 2 3 1 1 4 13 0 0 0 0 1 4 14
"57876" 6 2 3 0 0 1 1 0 1 1 4 2 1 0 1 1 3 10 3 1
"57893" 58 24 68 9 9 34 26 19 21 25 26 34 15 19 7 89 63 77 74 37
"57907" 3 0 5 0 1 4 1 0 2 1 2 0 5 5 0 0 0 2 4 2
"57909" 4 6 0 9 3 4 7 9 9 2 3 3 6 3 1 5 4 4 12 1
"57914" 26 21 27 9 16 17 30 23 19 28 37 29 23 12 0 18 13 24 48 35
"57916" 7 4 0 6 4 4 6 6 8 11 6 7 6 9 2 32 20 14 14 5
"57921" 16 3 18 8 7 4 13 4 8 10 7 6 13 8 0 14 6 10 13 6
"57945" 4 1 3 9 2 6 4 2 3 7 12 5 4 10 0 0 0 0 7 1
"57989" 3 7 4 9 4 1 11 7 4 4 4 6 2 15 2 0 0 0 22 8
"57993" 5 1 8 1 1 10 2 2 7 2 2 5 1 9 0 4 3 2 25 4
"57995" 0 2 5 1 3 4 3 1 2 3 4 1 3 4 0 0 0 1 5 3
"58004" 1 3 4 1 1 4 3 2 3 3 1 3 8 3 0 2 1 0 6 3
"5801" 8 1 2 1 0 3 3 4 0 2 2 0 2 4 0 2 5 1 4 0
"58027" 4 3 9 2 4 5 2 4 5 7 8 4 3 4 0 14 5 11 4 3
"58030" 1 2 0 3 4 6 1 2 5 3 3 5 4 0 0 1 1 5 8 7
"58047" 1 0 1 0 1 6 2 1 4 2 1 1 0 1 0 1 0 3 4 5
"58048" 3 4 5 0 5 8 2 2 0 7 4 3 3 3 0 1 0 1 4 6
"58052" 13 5 10 2 2 0 2 0 0 2 0 0 1 3 0 4 4 0 3 1
"58061" 18 4 17 4 3 1 7 3 8 3 3 4 4 1 4 5 2 6 5 2
"58066" 5 3 0 1 1 2 2 0 0 1 1 2 4 2 0 0 2 0 3 0
"58067" 7 3 13 4 3 1 3 2 1 3 0 3 1 2 0 2 1 3 7 6
"58068" 0 5 4 0 4 4 2 1 2 5 1 5 3 2 0 0 0 0 2 2
"58073" 2 1 1 5 2 4 3 4 7 4 7 12 5 2 0 3 0 1 14 6
"5808" 3 3 2 6 4 5 8 2 2 11 5 6 2 6 0 11 13 6 5 5
"5809" 0 0 1 1 2 1 5 2 2 11 3 0 2 1 0 0 0 0 2 0
"58093" 4 6 10 0 12 15 24 19 12 22 22 28 21 0 0 55 26 26 51 35
"58095" 1 2 3 0 1 6 0 0 0 2 0 2 2 2 0 2 1 3 11 3
"58102" 165 56 190 22 16 17 3 4 20 33 50 14 17 84 13 124 50 55 46 15
"58117" 1 8 1 3 2 8 3 6 5 6 10 6 3 4 2 4 2 6 11 3
"58140" 0 0 2 4 2 1 1 1 0 7 2 3 2 5 0 0 0 1 1 1
"58141" 4 4 6 4 8 2 4 2 3 5 5 8 4 6 1 0 0 0 12 4
"58145" 12 1 8 3 3 4 2 0 4 4 2 5 4 3 2 3 0 3 6 3
"5815" 11 0 12 1 0 0 0 0 0 2 3 0 1 5 0 2 0 2 1 2
"58154" 0 3 2 2 6 18 6 8 10 10 2 13 7 0 0 5 9 3 19 16
"58162" 0 1 2 4 0 9 5 3 4 4 3 6 3 1 0 0 0 0 22 7
"58190" 2 2 3 1 1 1 0 4 0 0 2 6 3 2 0 0 0 1 1 2
"58204" 0 0 0 1 0 1 0 0 5 1 3 2 2 0 1 1 0 2 3 2
"58224" 0 0 0 3 1 2 1 2 0 1 0 5 2 0 0 3 5 0 6 4
"58225" 0 5 1 1 2 7 2 0 3 3 5 2 2 2 0 5 6 11 1 1
"58226" 4 1 10 0 0 1 0 0 2 1 0 0 0 0 0 3 2 10 3 3
"58247" 2 0 5 0 1 2 1 0 1 0 0 2 3 0 0 10 8 13 4 3
"58248" 9 2 14 0 0 3 3 2 1 1 2 1 2 4 0 10 1 6 4 4
"58250" 2 2 1 3 7 6 7 4 3 5 7 10 9 1 0 0 0 0 8 7
"58251" 0 0 0 3 1 11 1 1 8 4 4 6 0 0 0 0 0 1 11 7
"58258" 6 7 4 4 4 1 4 5 4 15 9 4 6 4 0 20 1 4 9 4
"58262" 0 4 0 0 0 2 0 2 1 3 0 2 2 2 1 0 0 0 6 1
"58266" 3 4 11 0 1 0 0 0 0 2 2 3 1 1 0 2 0 0 2 1
"5827" 0 1 0 1 3 1 1 3 2 0 0 1 1 0 0 0 0 0 2 0
"58274" 0 0 6 2 1 2 2 2 1 4 0 2 2 0 2 0 0 2 4 1
"58277" 15 3 26 6 3 2 1 1 5 4 2 6 6 3 0 6 6 3 12 1
"58280" 29 2 42 6 1 0 5 2 7 5 6 6 4 9 2 6 1 4 5 4
"58287" 1 2 1 1 3 1 1 0 0 1 2 4 2 1 0 0 0 0 2 0
"58291" 12 15 17 5 7 16 7 10 7 26 10 10 14 11 0 2 5 10 14 12
"58308" 0 3 2 3 1 1 2 1 1 3 0 0 3 0 0 6 2 8 4 1
"58309" 0 0 1 1 0 0 0 2 0 2 1 6 1 2 0 1 2 1 3 6
"58313" 0 1 2 4 0 4 1 1 8 6 3 4 8 10 0 1 2 2 9 3
"58315" 4 2 4 2 1 1 0 2 5 4 1 6 0 2 3 2 1 0 6 2
"58325" 3 6 5 7 5 5 2 4 4 5 5 1 1 4 4 3 6 1 3 3
"58328" 2 0 1 3 0 4 4 2 2 9 8 7 4 2 1 0 0 2 16 4
"58329" 0 1 1 5 1 2 0 0 1 1 2 4 2 6 2 0 0 0 5 0
"58333" 6 3 12 4 5 9 8 10 10 13 11 10 8 6 1 17 9 13 23 7
"58350" 5 5 3 0 0 0 3 0 3 1 2 3 2 12 2 1 0 0 3 4
"58359" 8 1 8 4 1 0 3 0 0 2 2 1 1 0 0 4 4 3 0 1
"5836" 5 0 3 0 2 0 1 2 2 3 3 2 4 3 0 1 3 1 1 1
"58361" 2 3 10 2 1 1 6 5 3 10 9 2 4 5 0 6 2 10 8 2
"58367" 1 2 0 0 0 1 1 1 0 2 2 2 3 1 0 7 3 4 1 5
"58369" 2 2 2 6 7 7 8 3 7 17 7 9 10 10 4 13 9 3 14 4
"58373" 3 6 7 6 12 9 7 4 8 10 8 10 3 7 1 9 11 9 7 8
"5838" 0 0 0 3 1 4 2 1 1 3 5 7 1 0 0 0 0 0 11 3
"58387" 4 5 3 8 1 7 7 3 13 6 10 21 5 4 0 5 4 5 23 8
"58388" 6 0 10 0 1 0 0 0 0 0 0 1 5 1 0 4 7 4 4 2
"58389" 1 0 0 2 0 0 1 0 1 2 1 4 0 0 0 2 5 3 4 2
"58394" 0 0 0 5 0 2 0 0 1 1 1 0 0 0 1 1 1 1 0 0
"58425" 1 11 2 3 3 11 10 11 8 5 5 7 9 3 2 11 9 11 12 14
"58426" 0 1 3 2 6 0 2 0 2 3 4 3 0 5 0 1 1 0 4 0
"58427" 16 2 13 2 1 2 2 0 1 1 0 1 2 4 0 2 0 3 3 5
"58428" 7 11 6 9 12 12 15 9 20 6 14 13 16 11 3 21 11 14 30 8
"58429" 13 3 33 3 6 8 7 5 6 8 6 8 3 6 1 13 21 21 15 4
"5843" 4 4 3 0 6 0 0 0 1 2 0 1 2 0 0 0 0 0 2 1
"58430" 11 15 4 15 23 34 40 30 53 51 50 30 42 18 5 34 30 38 94 50
"58431" 3 6 2 1 3 2 3 2 5 7 2 3 5 3 0 1 2 2 7 3
"58432" 1 2 0 4 1 1 1 1 1 1 2 5 1 4 0 0 0 0 4 0
"58444" 2 3 8 2 4 6 1 0 4 2 3 1 0 6 0 2 3 1 4 2
"5845" 1 3 2 1 6 3 5 0 0 8 4 3 2 4 2 2 0 0 6 0
"58458" 12 19 34 6 11 16 11 17 15 17 17 22 22 19 0 18 16 14 32 25
"58459" 0 3 0 2 3 1 5 7 5 11 3 9 5 1 0 0 2 0 4 3
"58469" 18 5 24 0 6 4 3 4 9 6 10 6 7 7 0 5 2 5 23 14
"58475" 3 2 3 2 1 2 4 6 3 3 8 11 7 2 0 0 2 6 8 5
"58484" 3 2 2 2 0 10 1 1 3 2 3 2 1 1 2 1 1 1 8 4
"58498" 1 0 0 1 1 0 2 4 2 1 3 0 1 5 1 2 0 0 3 1
"58501" 3 1 2 0 0 4 4 0 0 1 1 1 0 2 0 0 2 4 9 7
"58506" 19 3 19 2 6 2 2 4 2 3 4 1 5 1 0 2 2 6 4 3
"58509" 21 6 30 5 15 13 14 11 24 13 20 20 18 9 1 45 38 59 33 22
"58520" 0 3 0 0 0 3 4 1 0 1 0 2 1 11 3 0 2 1 3 1
"58530" 4 3 2 3 0 3 3 2 4 5 0 5 1 2 1 3 3 4 15 2
"58547" 9 9 9 6 8 11 16 3 11 11 9 15 9 12 4 16 15 18 15 14
"58578" 9 3 2 15 8 3 11 10 2 15 10 6 13 14 0 1 4 0 12 11
"58622" 2 2 2 3 5 1 5 2 2 11 3 0 1 7 1 14 22 21 4 2
"58644" 4 10 3 5 8 8 13 5 7 28 6 11 5 20 2 8 1 2 21 12
"58660" 9 21 16 12 23 27 24 12 25 28 29 41 30 23 11 45 30 52 53 34
"58661" 1 6 2 1 10 3 3 6 6 9 10 3 9 11 0 0 0 1 13 6
"58666" 7 5 2 1 1 5 3 4 2 5 4 5 4 8 0 1 0 2 7 3
"58671" 10 8 9 3 8 13 20 13 10 11 9 21 15 14 2 3 1 2 19 20
"58672" 2 4 5 4 1 0 1 1 0 4 0 1 0 0 0 1 0 0 1 2
"58673" 7 17 3 16 32 31 38 21 13 34 49 51 23 15 0 6 1 4 38 25
"58674" 2 1 0 1 1 0 1 4 3 3 1 2 2 5 0 0 1 0 5 1
"58690" 6 5 13 1 5 6 6 4 6 3 3 7 5 10 2 14 12 21 12 13
"58692" 2 5 3 0 1 1 0 0 2 1 4 4 1 0 0 8 4 9 5 6
"58699" 4 0 0 1 1 5 7 3 8 2 1 6 3 0 0 11 8 12 24 15
"58701" 8 3 10 2 2 2 2 0 3 0 1 0 1 2 3 0 1 1 2 1
"58706" 7 2 6 4 1 1 0 1 1 4 1 1 0 3 0 5 3 4 2 2
"58709" 8 0 5 4 1 1 0 1 2 2 1 0 1 4 1 1 1 1 0 1
"58720" 1 0 0 2 0 4 1 1 1 0 0 5 3 1 0 0 1 0 3 1
"58726" 1 3 1 3 1 2 3 1 1 5 3 1 0 1 2 4 3 1 3 3
"58733" 0 5 2 3 4 8 5 3 4 11 7 8 14 6 1 24 28 22 13 8
"58745" 0 2 2 3 3 0 4 1 0 5 4 3 2 2 0 0 0 0 4 1
"58755" 1 0 2 0 0 0 4 0 0 2 0 0 0 1 2 1 2 0 1 1
"58766" 0 1 2 1 3 0 3 1 0 2 2 2 1 3 0 0 0 0 1 4
"58775" 0 0 1 0 0 1 0 0 5 0 2 1 0 1 0 4 1 1 5 2
"58777" 1 0 1 1 1 1 4 1 0 2 0 2 0 1 0 1 1 2 4 4
"58782" 3 4 5 2 1 1 1 4 3 12 3 1 2 2 0 3 4 8 5 0
"58783" 3 3 2 4 2 4 1 2 3 2 3 3 2 4 2 2 2 3 9 5
"58794" 5 3 12 0 1 3 2 1 9 2 5 6 2 3 0 2 4 6 17 3
"58827" 2 1 2 1 5 3 8 5 9 7 4 4 5 9 4 11 16 36 15 8
"5883" 0 1 0 0 1 2 4 4 3 3 4 7 2 0 0 0 0 5 5 3
"58841" 10 11 3 21 8 8 11 11 15 19 17 14 13 16 10 30 22 26 23 9
"58844" 5 1 3 0 0 0 1 0 0 0 3 0 0 0 1 0 0 0 0 1
"58846" 6 4 3 1 4 8 7 4 6 4 5 8 5 1 3 16 11 22 7 9
"58847" 12 4 24 10 6 9 8 8 9 11 17 9 16 18 2 22 26 29 31 12
"58848" 3 1 0 3 0 8 3 3 5 8 11 2 1 2 1 1 1 1 7 2
"58849" 6 0 14 3 1 7 5 3 4 6 0 7 5 2 1 9 10 13 6 3
"58863" 1 5 5 0 1 0 0 1 1 3 1 0 1 5 0 0 0 1 1 0
"58864" 15 0 14 2 6 13 16 7 9 19 18 10 13 7 4 20 29 25 34 11
"58866" 5 2 6 1 3 0 0 3 2 3 2 0 2 4 1 0 0 0 8 4
"58871" 0 0 3 1 0 2 4 4 2 5 4 2 3 6 0 4 0 3 5 2
"58879" 1 3 12 3 1 1 3 2 2 5 2 3 3 2 3 5 10 6 3 4
"58883" 16 7 11 2 1 7 9 6 6 8 6 10 6 8 2 2 4 1 11 2
"58897" 1 3 2 2 0 12 5 2 6 13 15 6 2 0 0 3 0 0 24 8
"589" 0 3 0 3 6 3 5 5 5 1 3 4 1 2 0 0 1 1 8 6
"58910" 0 2 6 0 3 3 0 1 3 5 1 1 1 2 0 5 1 1 6 2
"58914" 3 2 7 1 3 0 0 1 4 2 1 0 0 0 0 0 1 0 2 2
"58921" 1 0 3 1 4 0 2 1 3 2 5 1 1 0 2 0 0 0 2 3
"5894" 8 3 4 0 0 1 1 0 1 0 2 3 7 2 0 2 1 0 1 3
"58943" 0 0 0 1 0 4 0 0 0 1 0 2 0 1 0 3 1 4 3 0
"58966" 2 10 9 3 4 11 5 3 4 13 14 12 8 9 2 13 6 11 15 8
"58969" 48 4 65 7 11 12 11 16 8 15 14 8 8 0 3 56 52 76 50 21
"58981" 1 0 3 1 2 2 1 3 2 2 3 4 3 0 0 7 2 3 4 4
"5899" 2 0 1 1 1 5 2 3 2 1 3 1 0 1 0 2 1 1 7 1
"58994" 12 9 12 16 15 35 39 37 39 41 34 69 30 14 2 40 42 34 99 62
"5900" 20 13 17 1 7 6 16 8 10 18 9 9 10 13 1 3 3 1 12 7
"59002" 3 0 1 2 3 1 1 0 2 6 3 1 2 0 1 1 0 0 5 2
"59012" 27 1 15 2 3 2 1 1 7 3 3 2 2 4 1 3 1 2 8 3
"59013" 3 6 0 2 3 3 2 1 5 1 3 4 3 0 1 2 5 2 2 5
"5902" 2 3 7 2 5 2 1 0 0 6 3 1 1 0 1 10 5 4 4 0
"59022" 0 9 3 5 3 5 4 2 6 10 6 7 5 9 1 5 8 6 9 5
"59024" 77 21 127 9 9 27 22 18 14 26 23 27 26 16 5 171 127 154 53 35
"59032" 1 2 0 2 5 6 0 2 4 10 12 3 5 2 1 8 5 9 3 2
"59038" 5 0 0 1 0 2 1 0 1 1 1 0 0 1 1 3 1 0 1 0
"59041" 0 5 0 2 2 1 4 0 4 7 3 0 3 7 0 4 1 1 4 3
"59047" 1 3 3 3 4 1 1 1 1 5 5 9 1 2 0 0 0 0 3 1
"59048" 2 10 3 8 4 2 0 0 3 14 16 4 4 6 0 7 7 3 8 5
"59061" 3 5 0 3 5 11 6 5 5 12 10 10 16 3 0 5 1 5 17 8
"59075" 2 7 2 7 6 12 16 10 13 16 12 19 9 9 1 2 0 0 31 18
"59083" 6 3 9 0 0 0 2 1 0 4 2 0 0 0 0 2 0 1 1 1
"59086" 0 0 3 0 2 0 0 1 1 1 2 0 4 5 0 0 0 0 1 0
"59089" 6 2 8 1 3 0 1 0 3 0 1 0 2 0 0 3 0 0 0 0
"59102" 3 2 1 5 1 5 2 1 7 4 4 7 1 2 0 0 0 0 6 7
"59104" 0 0 0 2 1 7 3 3 1 5 11 7 4 0 0 2 1 2 6 7
"59108" 0 1 0 3 1 0 1 0 1 8 6 2 3 3 0 0 0 0 6 2
"59109" 3 5 20 1 1 4 2 8 3 5 5 5 0 1 0 11 21 29 13 5
"59111" 0 3 5 2 0 3 3 1 3 2 5 3 0 1 0 14 19 16 4 9
"59154" 0 5 3 2 4 5 10 2 5 3 7 4 5 4 1 1 2 1 4 3
"59155" 4 4 0 1 4 8 3 4 2 11 7 3 5 3 0 9 13 7 19 7
"59156" 5 7 8 5 6 13 14 6 12 19 7 16 10 8 1 8 9 11 20 5
"5916" 6 4 6 1 0 4 1 3 2 0 3 3 0 2 0 3 1 2 5 3
"59191" 7 1 5 0 5 6 4 2 8 6 4 4 0 8 2 9 3 2 5 4
"59197" 0 4 2 6 6 11 11 5 15 13 3 12 4 4 1 0 1 1 18 9
"59210" 3 1 1 1 1 2 4 0 3 0 2 0 1 6 1 1 0 0 10 4
"59211" 2 3 6 3 4 1 5 1 6 4 5 3 6 4 0 9 7 9 8 4
"59212" 1 2 1 1 1 4 5 1 0 4 1 0 3 0 0 1 0 0 4 2
"59228" 0 0 0 1 1 1 1 0 4 1 2 6 2 0 0 1 0 0 7 3
"59242" 1 0 3 0 0 1 4 0 2 2 4 3 2 0 0 3 4 7 8 0
"59250" 13 2 10 5 0 5 8 1 5 1 6 4 3 5 0 15 14 25 4 4
"59251" 1 4 5 0 0 2 1 1 1 3 2 1 0 2 1 0 1 1 2 1
"59259" 8 5 3 1 2 4 2 2 1 1 3 2 3 2 0 0 1 1 6 2
"59260" 1 0 0 1 4 3 4 1 5 2 2 6 1 0 0 0 0 0 9 3
"59278" 1 0 0 0 0 3 2 3 1 3 1 8 2 0 2 8 8 8 12 1
"5929" 5 4 0 1 1 1 0 0 1 1 0 2 0 0 0 1 0 0 1 0
"593" 2 2 1 4 3 5 5 4 3 13 8 9 2 3 1 7 5 5 10 1
"59321" 13 2 5 2 0 2 1 0 3 3 5 0 2 6 0 2 1 7 3 0
"59331" 1 0 2 0 1 2 0 1 4 2 2 1 3 0 1 1 0 3 2 1
"59332" 5 0 0 4 2 2 3 0 0 2 7 3 3 1 0 2 0 0 3 3
"59334" 0 1 0 1 2 0 0 0 1 1 0 1 0 5 1 0 0 0 0 1
"59337" 0 0 0 0 0 4 0 3 5 4 0 1 0 4 1 1 2 0 1 2
"59357" 4 5 3 2 3 2 2 0 0 4 3 3 2 0 0 1 1 2 3 3
"59358" 12 5 25 8 10 7 12 6 18 23 14 10 19 9 0 45 42 39 23 17
"59359" 12 5 8 6 7 4 5 2 1 9 10 7 6 7 4 8 8 10 10 11
"59361" 5 3 0 2 3 7 9 3 12 13 7 10 8 1 2 4 0 1 23 12
"59364" 3 0 0 0 0 0 4 2 2 0 0 0 1 0 0 4 0 8 0 2
"59371" 2 0 10 1 1 2 0 1 2 4 1 3 2 1 0 6 3 9 2 2
"59373" 4 5 2 0 1 2 1 1 1 2 3 1 1 1 1 9 8 8 9 6
"59375" 3 5 0 0 1 4 6 3 4 7 4 5 4 5 1 0 0 1 4 0
"59378" 2 1 5 5 6 1 0 2 1 7 3 2 1 2 2 0 1 1 11 6
"59385" 0 2 0 2 0 2 1 1 2 2 6 1 1 11 2 0 0 0 5 0
"59398" 14 0 2 0 0 3 1 1 0 1 1 4 1 2 1 12 6 22 4 0
"59413" 5 5 16 5 2 0 0 2 3 2 6 3 2 0 0 3 2 5 2 0
"59415" 12 4 21 1 3 2 0 1 2 2 0 3 4 1 1 2 1 6 2 0
"59418" 6 1 6 2 1 7 1 1 5 5 3 2 5 4 1 6 1 1 10 1
"59425" 4 1 5 3 4 3 1 4 4 4 9 3 2 2 0 0 0 0 6 2
"59426" 0 9 2 4 10 7 7 7 7 8 10 5 9 3 2 13 9 7 14 17
"59428" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 5 1 2 2
"59453" 0 1 0 0 7 2 0 0 2 0 1 0 5 1 0 0 0 0 5 5
"59477" 0 0 3 1 2 4 5 2 3 2 6 0 4 2 1 1 2 3 1 2
"59483" 10 5 2 0 0 0 2 2 2 6 4 3 1 0 0 14 3 9 4 3
"59484" 22 3 29 2 4 1 2 3 0 3 1 2 5 1 1 4 0 2 2 0
"59488" 1 1 3 1 4 9 12 8 3 10 12 5 8 6 2 14 10 12 8 5
"59494" 25 2 15 6 5 14 14 12 13 8 6 12 9 11 2 9 7 12 27 7
"59495" 3 1 2 0 3 1 5 8 4 8 5 6 4 5 0 17 6 12 11 2
"59511" 5 0 1 0 0 0 0 0 1 1 0 0 4 0 0 0 0 0 0 0
"59512" 6 1 6 0 1 0 3 2 2 2 0 3 2 3 0 9 2 1 3 1
"59519" 21 11 35 2 2 4 2 5 4 14 4 3 7 11 4 5 3 4 12 7
"59520" 0 13 1 4 8 7 6 9 7 10 15 9 4 8 0 1 6 3 18 15
"59521" 7 5 16 4 10 13 7 7 8 4 6 13 5 2 2 18 13 17 10 14
"59522" 17 10 5 8 13 15 12 9 11 25 22 15 16 10 4 17 18 23 26 19
"59524" 1 10 2 0 6 5 6 1 2 8 7 4 3 1 0 1 1 2 7 2
"59525" 8 8 16 0 6 4 2 1 1 2 2 2 2 4 0 1 2 2 3 0
"59526" 2 2 3 4 5 3 0 3 4 6 0 1 2 2 1 2 0 0 6 0
"59527" 4 9 5 4 6 8 17 3 11 10 9 9 12 16 4 1 0 0 22 6
"59532" 1 7 0 3 1 3 6 2 3 17 9 6 6 3 0 0 2 0 5 4
"59556" 1 2 0 1 1 3 6 3 5 8 3 4 5 2 0 0 0 0 3 12
"59558" 13 21 12 4 9 9 5 12 11 12 18 6 12 19 0 2 0 1 19 8
"59559" 55 26 38 33 29 32 61 22 43 47 48 40 48 38 10 37 34 23 50 34
"59560" 4 4 6 2 1 2 6 3 3 5 4 2 4 3 0 15 12 22 10 4
"59561" 0 0 3 2 0 2 1 3 3 4 2 0 1 0 0 0 4 2 1 1
"59563" 65 7 85 14 15 20 24 19 5 20 18 16 10 14 6 99 54 90 37 24
"59564" 10 8 5 3 8 24 25 13 19 28 26 23 7 7 2 51 49 52 54 27
"59565" 6 4 10 2 4 3 3 6 4 5 6 8 2 4 5 4 8 5 7 3
"59566" 4 2 3 5 6 9 5 3 7 5 6 6 2 2 2 1 0 0 9 8
"59569" 2 2 4 12 10 10 10 4 5 12 11 10 4 9 0 1 0 0 18 10
"59591" 4 5 0 3 3 4 2 5 3 6 3 5 2 12 0 1 0 1 7 3
"59592" 2 0 2 8 6 8 2 5 1 5 4 6 1 2 0 0 0 0 11 8
"59593" 11 10 4 2 3 6 5 0 13 14 14 7 7 16 0 2 1 4 12 7
"596" 0 0 0 5 0 1 5 0 2 3 3 2 1 2 0 0 0 0 3 3
"59603" 2 11 0 3 3 5 3 3 5 5 10 2 1 0 0 3 0 1 13 2
"59634" 8 2 5 2 4 1 2 1 2 3 5 5 2 4 2 0 3 2 11 1
"5965" 6 3 2 2 1 1 5 0 1 2 2 0 2 0 0 0 0 0 4 2
"59651" 3 1 2 3 0 4 4 1 1 1 1 8 1 1 0 0 0 0 2 4
"59652" 4 4 9 9 16 15 17 13 16 30 30 26 27 16 4 61 54 67 35 18
"59692" 0 3 1 0 0 0 1 0 1 5 5 2 3 0 0 1 0 1 0 5
"59737" 1 3 4 3 3 3 0 0 3 3 1 4 1 1 1 1 1 0 7 1
"5976" 18 12 19 11 4 3 2 0 8 18 20 3 10 9 9 38 18 17 19 4
"59761" 1 2 1 0 1 1 2 0 4 2 0 0 1 0 1 1 0 0 2 0
"59777" 6 1 11 1 0 0 3 0 2 2 2 0 0 2 1 0 0 1 3 1
"59783" 2 1 3 8 4 2 5 3 1 12 9 4 2 6 0 0 0 1 6 2
"59784" 5 2 3 6 1 3 4 1 4 8 8 4 2 3 0 1 2 4 8 5
"59786" 11 15 10 20 23 36 49 20 49 77 72 62 31 25 7 5 10 6 99 45
"59788" 1 1 0 2 3 7 3 3 3 6 4 6 4 3 0 4 1 8 11 1
"59789" 11 10 2 2 12 18 34 20 31 29 23 41 15 5 1 2 4 2 73 13
"59791" 2 3 4 7 8 13 11 5 5 19 12 8 5 14 1 46 32 43 32 11
"59799" 14 14 17 9 6 22 22 12 10 26 21 28 15 15 1 69 33 58 43 22
"59800" 11 2 18 5 5 10 12 6 7 7 1 22 9 3 1 8 17 10 22 13
"59801" 2 6 4 1 2 4 4 0 3 5 1 5 3 4 4 3 0 1 6 3
"59802" 2 8 8 11 9 4 10 8 11 16 13 5 8 9 0 0 0 1 11 8
"59808" 13 11 8 8 13 28 14 9 17 28 21 22 16 13 3 45 37 40 29 37
"59811" 0 0 0 0 1 0 2 0 4 0 1 0 2 0 2 1 0 0 0 0
"59831" 1 3 3 0 0 7 1 2 3 0 2 1 0 3 0 6 4 1 8 2
"59850" 8 1 7 2 0 2 1 0 4 2 2 2 2 3 2 2 4 2 1 1
"59851" 1 0 1 0 0 1 0 0 1 1 0 1 0 0 0 5 3 4 1 3
"59862" 9 0 6 3 1 2 0 1 0 0 1 1 2 2 0 2 0 0 1 0
"59870" 24 8 25 6 4 7 2 2 9 12 4 6 10 4 1 5 3 4 5 12
"59873" 6 3 2 5 5 5 9 2 6 11 9 7 6 7 0 0 3 0 4 6
"59876" 0 0 0 0 0 2 2 1 0 3 5 4 0 3 0 4 0 7 3 5
"5988" 6 4 14 2 2 2 1 0 2 2 2 2 4 3 0 2 1 2 1 1
